onset	duration	RECORDING_SESSION_LABEL	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_START	SentenceID	SentenceRT	TRUEOffset	TRUEOnset	CURRENT_FIX_ADJUSTED
#VALUE!	55	S3017_1	.	33	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	UNDEFINEDnull	FALSE
19493	448	S3017_1	3	0	t.01.01	2203	21697	19493	TRUE
19953	176	S3017_1	2	460	t.01.01	2203	21697	19493	TRUE
20153	284	S3017_1	3	660	t.01.01	2203	21697	19493	TRUE
20453	100	S3017_1	2	960	t.01.01	2203	21697	19493	TRUE
20579	197	S3017_1	5	1086	t.01.01	2203	21697	19493	TRUE
20796	387	S3017_1	6	1303	t.01.01	2203	21697	19493	TRUE
21198	560	S3017_1	7	1705	t.01.01	2203	21697	19493	TRUE
21773	32	S3017_1	.	2280	t.01.01	2203	21697	19493	TRUE
#VALUE!	84	S3017_1	.	7	.	.	.	.	FALSE
23159	235	S3017_1	1	0	t.01.02	2908	26067	23159	TRUE
23418	139	S3017_1	3	259	t.01.02	2908	26067	23159	TRUE
23578	185	S3017_1	2	419	t.01.02	2908	26067	23159	TRUE
23785	227	S3017_1	3	626	t.01.02	2908	26067	23159	TRUE
24033	273	S3017_1	4	874	t.01.02	2908	26067	23159	TRUE
24327	227	S3017_1	5	1168	t.01.02	2908	26067	23159	TRUE
24577	292	S3017_1	6	1418	t.01.02	2908	26067	23159	TRUE
24891	210	S3017_1	8	1732	t.01.02	2908	26067	23159	TRUE
25120	296	S3017_1	.	1961	t.01.02	2908	26067	23159	TRUE
25435	556	S3017_1	10	2276	t.01.02	2908	26067	23159	TRUE
26006	167	S3017_1	10	2847	t.01.02	2908	26067	23159	TRUE
#VALUE!	36	S3017_1	.	55	.	.	.	.	FALSE
27609	252	S3017_1	3	0	t.01.03	0	35609	27609	TRUE
27882	288	S3017_1	2	273	t.01.03	0	35609	27609	TRUE
28189	201	S3017_1	3	580	t.01.03	0	35609	27609	TRUE
28409	223	S3017_1	3	800	t.01.03	0	35609	27609	TRUE
28644	278	S3017_1	3	1035	t.01.03	0	35609	27609	TRUE
28935	197	S3017_1	3	1326	t.01.03	0	35609	27609	TRUE
29148	105	S3017_1	2	1539	t.01.03	0	35609	27609	TRUE
29282	263	S3017_1	4	1673	t.01.03	0	35609	27609	TRUE
29557	101	S3017_1	5	1948	t.01.03	0	35609	27609	TRUE
29678	333	S3017_1	.	2069	t.01.03	0	35609	27609	TRUE
30029	369	S3017_1	4	2420	t.01.03	0	35609	27609	TRUE
30415	346	S3017_1	5	2806	t.01.03	0	35609	27609	TRUE
30780	383	S3017_1	6	3171	t.01.03	0	35609	27609	TRUE
31181	265	S3017_1	7	3572	t.01.03	0	35609	27609	TRUE
31469	364	S3017_1	9	3860	t.01.03	0	35609	27609	TRUE
31854	304	S3017_1	10	4245	t.01.03	0	35609	27609	TRUE
32179	443	S3017_1	11	4570	t.01.03	0	35609	27609	TRUE
32642	339	S3017_1	10	5033	t.01.03	0	35609	27609	TRUE
33004	378	S3017_1	8	5395	t.01.03	0	35609	27609	TRUE
33405	253	S3017_1	10	5796	t.01.03	0	35609	27609	TRUE
33679	210	S3017_1	11	6070	t.01.03	0	35609	27609	TRUE
33897	193	S3017_1	11	6288	t.01.03	0	35609	27609	TRUE
34302	364	S3017_1	11	6693	t.01.03	0	35609	27609	TRUE
34678	231	S3017_1	10	7069	t.01.03	0	35609	27609	TRUE
34936	254	S3017_1	7	7327	t.01.03	0	35609	27609	TRUE
35212	149	S3017_1	5	7603	t.01.03	0	35609	27609	TRUE
35392	314	S3017_1	3	7783	t.01.03	0	35609	27609	TRUE
#VALUE!	85	S3017_1	.	7	.	.	.	.	FALSE
37625	565	S3017_1	2	0	t.01.04	5638	43263	37625	TRUE
38208	246	S3017_1	3	583	t.01.04	5638	43263	37625	TRUE
38473	440	S3017_1	4	848	t.01.04	5638	43263	37625	TRUE
38928	448	S3017_1	5	1303	t.01.04	5638	43263	37625	TRUE
39395	303	S3017_1	6	1770	t.01.04	5638	43263	37625	TRUE
39719	430	S3017_1	7	2094	t.01.04	5638	43263	37625	TRUE
40169	679	S3017_1	9	2544	t.01.04	5638	43263	37625	TRUE
40867	292	S3017_1	10	3242	t.01.04	5638	43263	37625	TRUE
41177	291	S3017_1	11	3552	t.01.04	5638	43263	37625	TRUE
41483	244	S3017_1	11	3858	t.01.04	5638	43263	37625	TRUE
41980	188	S3017_1	6	4355	t.01.04	5638	43263	37625	TRUE
42209	319	S3017_1	2	4584	t.01.04	5638	43263	37625	TRUE
42536	380	S3017_1	2	4911	t.01.04	5638	43263	37625	TRUE
42938	415	S3017_1	3	5313	t.01.04	5638	43263	37625	TRUE
#VALUE!	80	S3017_1	.	7	.	.	.	.	FALSE
45275	266	S3017_1	3	0	t.01.05	5771	51046	45275	TRUE
45551	210	S3017_1	2	276	t.01.05	5771	51046	45275	TRUE
45783	238	S3017_1	4	508	t.01.05	5771	51046	45275	TRUE
46033	406	S3017_1	5	758	t.01.05	5771	51046	45275	TRUE
46456	699	S3017_1	5	1181	t.01.05	5771	51046	45275	TRUE
47178	593	S3017_1	7	1903	t.01.05	5771	51046	45275	TRUE
47789	181	S3017_1	8	2514	t.01.05	5771	51046	45275	TRUE
47992	456	S3017_1	10	2717	t.01.05	5771	51046	45275	TRUE
48462	350	S3017_1	10	3187	t.01.05	5771	51046	45275	TRUE
48835	297	S3017_1	11	3560	t.01.05	5771	51046	45275	TRUE
49155	313	S3017_1	13	3880	t.01.05	5771	51046	45275	TRUE
49475	198	S3017_1	13	4200	t.01.05	5771	51046	45275	TRUE
49715	46	S3017_1	7	4440	t.01.05	5771	51046	45275	TRUE
49974	194	S3017_1	7	4699	t.01.05	5771	51046	45275	TRUE
50195	399	S3017_1	5	4920	t.01.05	5771	51046	45275	TRUE
50619	256	S3017_1	3	5344	t.01.05	5771	51046	45275	TRUE
50895	192	S3017_1	2	5620	t.01.05	5771	51046	45275	TRUE
#VALUE!	3	S3017_1	.	87	.	.	.	.	FALSE
52575	201	S3017_1	5	0	t.01.06	0	60575	52575	TRUE
52804	319	S3017_1	3	229	t.01.06	0	60575	52575	TRUE
53130	290	S3017_1	2	555	t.01.06	0	60575	52575	TRUE
53440	258	S3017_1	4	865	t.01.06	0	60575	52575	TRUE
53713	317	S3017_1	5	1138	t.01.06	0	60575	52575	TRUE
54047	214	S3017_1	5	1472	t.01.06	0	60575	52575	TRUE
54269	129	S3017_1	5	1694	t.01.06	0	60575	52575	TRUE
54415	482	S3017_1	5	1840	t.01.06	0	60575	52575	TRUE
54918	291	S3017_1	7	2343	t.01.06	0	60575	52575	TRUE
55218	248	S3017_1	6	2643	t.01.06	0	60575	52575	TRUE
55488	458	S3017_1	7	2913	t.01.06	0	60575	52575	TRUE
55968	231	S3017_1	9	3393	t.01.06	0	60575	52575	TRUE
56217	242	S3017_1	9	3642	t.01.06	0	60575	52575	TRUE
56482	606	S3017_1	10	3907	t.01.06	0	60575	52575	TRUE
57108	652	S3017_1	11	4533	t.01.06	0	60575	52575	TRUE
57809	241	S3017_1	5	5234	t.01.06	0	60575	52575	TRUE
58061	446	S3017_1	5	5486	t.01.06	0	60575	52575	TRUE
58525	149	S3017_1	6	5950	t.01.06	0	60575	52575	TRUE
58901	191	S3017_1	6	6326	t.01.06	0	60575	52575	TRUE
59099	213	S3017_1	6	6524	t.01.06	0	60575	52575	TRUE
59352	370	S3017_1	10	6777	t.01.06	0	60575	52575	TRUE
59743	271	S3017_1	11	7168	t.01.06	0	60575	52575	TRUE
60039	295	S3017_1	9	7464	t.01.06	0	60575	52575	TRUE
60354	235	S3017_1	9	7779	t.01.06	0	60575	52575	TRUE
60614	61	S3017_1	7	8039	t.01.06	0	60575	52575	TRUE
#VALUE!	80	S3017_1	.	7	.	.	.	.	FALSE
62592	214	S3017_1	2	0	t.01.07	0	70592	62592	TRUE
62827	209	S3017_1	3	235	t.01.07	0	70592	62592	TRUE
63044	316	S3017_1	3	452	t.01.07	0	70592	62592	TRUE
63381	345	S3017_1	4	789	t.01.07	0	70592	62592	TRUE
63744	295	S3017_1	3	1152	t.01.07	0	70592	62592	TRUE
64052	211	S3017_1	3	1460	t.01.07	0	70592	62592	TRUE
64278	201	S3017_1	4	1686	t.01.07	0	70592	62592	TRUE
64499	343	S3017_1	5	1907	t.01.07	0	70592	62592	TRUE
64860	285	S3017_1	6	2268	t.01.07	0	70592	62592	TRUE
65163	342	S3017_1	6	2571	t.01.07	0	70592	62592	TRUE
65526	278	S3017_1	5	2934	t.01.07	0	70592	62592	TRUE
65824	456	S3017_1	6	3232	t.01.07	0	70592	62592	TRUE
66303	368	S3017_1	7	3711	t.01.07	0	70592	62592	TRUE
66692	529	S3017_1	8	4100	t.01.07	0	70592	62592	TRUE
67239	316	S3017_1	9	4647	t.01.07	0	70592	62592	TRUE
67575	152	S3017_1	9	4983	t.01.07	0	70592	62592	TRUE
67760	122	S3017_1	.	5168	t.01.07	0	70592	62592	TRUE
67893	303	S3017_1	10	5301	t.01.07	0	70592	62592	TRUE
68264	146	S3017_1	3	5672	t.01.07	0	70592	62592	TRUE
68419	476	S3017_1	3	5827	t.01.07	0	70592	62592	TRUE
68914	661	S3017_1	4	6322	t.01.07	0	70592	62592	TRUE
69592	86	S3017_1	4	7000	t.01.07	0	70592	62592	TRUE
69915	68	S3017_1	.	7323	t.01.07	0	70592	62592	TRUE
70008	535	S3017_1	3	7416	t.01.07	0	70592	62592	TRUE
#VALUE!	35	S3017_1	.	55	.	.	.	.	FALSE
72625	362	S3017_1	3	0	t.01.08	6322	78947	72625	TRUE
73007	410	S3017_1	3	382	t.01.08	6322	78947	72625	TRUE
73436	257	S3017_1	3	811	t.01.08	6322	78947	72625	TRUE
73711	275	S3017_1	4	1086	t.01.08	6322	78947	72625	TRUE
74000	297	S3017_1	.	1375	t.01.08	6322	78947	72625	TRUE
74316	239	S3017_1	5	1691	t.01.08	6322	78947	72625	TRUE
74578	356	S3017_1	7	1953	t.01.08	6322	78947	72625	TRUE
74952	137	S3017_1	7	2327	t.01.08	6322	78947	72625	TRUE
75104	283	S3017_1	7	2479	t.01.08	6322	78947	72625	TRUE
75394	170	S3017_1	7	2769	t.01.08	6322	78947	72625	TRUE
75586	227	S3017_1	7	2961	t.01.08	6322	78947	72625	TRUE
75837	262	S3017_1	9	3212	t.01.08	6322	78947	72625	TRUE
76117	247	S3017_1	9	3492	t.01.08	6322	78947	72625	TRUE
76382	281	S3017_1	10	3757	t.01.08	6322	78947	72625	TRUE
76931	216	S3017_1	10	4306	t.01.08	6322	78947	72625	TRUE
77199	275	S3017_1	3	4574	t.01.08	6322	78947	72625	TRUE
77493	670	S3017_1	2	4868	t.01.08	6322	78947	72625	TRUE
78184	32	S3017_1	3	5559	t.01.08	6322	78947	72625	TRUE
78458	218	S3017_1	4	5833	t.01.08	6322	78947	72625	TRUE
78699	218	S3017_1	6	6074	t.01.08	6322	78947	72625	TRUE
78955	101	S3017_1	3	6330	t.01.08	6322	78947	72625	TRUE
#VALUE!	84	S3017_1	.	7	.	.	.	.	FALSE
80491	298	S3017_1	2	0	t.01.09	6712	87203	80491	FALSE
80799	263	S3017_1	2	308	t.01.09	6712	87203	80491	FALSE
81084	293	S3017_1	3	593	t.01.09	6712	87203	80491	FALSE
81392	59	S3017_1	3	901	t.01.09	6712	87203	80491	FALSE
81472	237	S3017_1	4	981	t.01.09	6712	87203	80491	FALSE
81728	329	S3017_1	5	1237	t.01.09	6712	87203	80491	FALSE
82081	500	S3017_1	6	1590	t.01.09	6712	87203	80491	FALSE
82612	389	S3017_1	4	2121	t.01.09	6712	87203	80491	FALSE
83024	257	S3017_1	5	2533	t.01.09	6712	87203	80491	FALSE
83301	177	S3017_1	4	2810	t.01.09	6712	87203	80491	FALSE
83511	247	S3017_1	7	3020	t.01.09	6712	87203	80491	FALSE
83773	351	S3017_1	6	3282	t.01.09	6712	87203	80491	FALSE
84147	717	S3017_1	8	3656	t.01.09	6712	87203	80491	FALSE
84883	441	S3017_1	8	4392	t.01.09	6712	87203	80491	FALSE
85348	231	S3017_1	10	4857	t.01.09	6712	87203	80491	FALSE
85587	198	S3017_1	9	5096	t.01.09	6712	87203	80491	FALSE
85806	364	S3017_1	10	5315	t.01.09	6712	87203	80491	FALSE
86189	212	S3017_1	10	5698	t.01.09	6712	87203	80491	FALSE
86414	328	S3017_1	10	5923	t.01.09	6712	87203	80491	FALSE
86759	344	S3017_1	10	6268	t.01.09	6712	87203	80491	FALSE
87115	187	S3017_1	10	6624	t.01.09	6712	87203	80491	FALSE
#VALUE!	107	S3017_1	.	7	.	.	.	.	FALSE
89258	242	S3017_1	4	0	t.01.10	2869	92127	89258	FALSE
89520	444	S3017_1	3	262	t.01.10	2869	92127	89258	FALSE
89983	172	S3017_1	2	725	t.01.10	2869	92127	89258	FALSE
90181	220	S3017_1	4	923	t.01.10	2869	92127	89258	FALSE
90416	208	S3017_1	5	1158	t.01.10	2869	92127	89258	FALSE
90644	232	S3017_1	6	1386	t.01.10	2869	92127	89258	FALSE
90898	232	S3017_1	7	1640	t.01.10	2869	92127	89258	FALSE
91154	407	S3017_1	9	1896	t.01.10	2869	92127	89258	FALSE
91577	205	S3017_1	8	2319	t.01.10	2869	92127	89258	FALSE
91806	345	S3017_1	9	2548	t.01.10	2869	92127	89258	FALSE
#VALUE!	81	S3017_1	.	7	.	.	.	.	FALSE
93641	485	S3017_1	1	0	t.01.11	3937	97579	93641	FALSE
94151	329	S3017_1	2	510	t.01.11	3937	97579	93641	FALSE
94500	104	S3017_1	3	859	t.01.11	3937	97579	93641	FALSE
94619	217	S3017_1	2	978	t.01.11	3937	97579	93641	FALSE
94858	352	S3017_1	3	1217	t.01.11	3937	97579	93641	FALSE
95231	229	S3017_1	3	1590	t.01.11	3937	97579	93641	FALSE
95481	504	S3017_1	4	1840	t.01.11	3937	97579	93641	FALSE
96006	312	S3017_1	7	2365	t.01.11	3937	97579	93641	FALSE
96336	288	S3017_1	7	2695	t.01.11	3937	97579	93641	FALSE
96646	308	S3017_1	9	3005	t.01.11	3937	97579	93641	FALSE
96965	257	S3017_1	9	3324	t.01.11	3937	97579	93641	FALSE
97459	207	S3017_1	9	3818	t.01.11	3937	97579	93641	FALSE
#VALUE!	84	S3017_1	.	7	.	.	.	.	FALSE
99091	261	S3017_1	3	0	t.01.12	7210	106301	99091	TRUE
99373	630	S3017_1	2	282	t.01.12	7210	106301	99091	TRUE
100024	189	S3017_1	3	933	t.01.12	7210	106301	99091	TRUE
100223	386	S3017_1	2	1132	t.01.12	7210	106301	99091	TRUE
100624	187	S3017_1	3	1533	t.01.12	7210	106301	99091	TRUE
100829	315	S3017_1	3	1738	t.01.12	7210	106301	99091	TRUE
101161	152	S3017_1	3	2070	t.01.12	7210	106301	99091	TRUE
101335	313	S3017_1	5	2244	t.01.12	7210	106301	99091	TRUE
101666	366	S3017_1	6	2575	t.01.12	7210	106301	99091	TRUE
102050	323	S3017_1	8	2959	t.01.12	7210	106301	99091	TRUE
102387	154	S3017_1	9	3296	t.01.12	7210	106301	99091	TRUE
102557	325	S3017_1	8	3466	t.01.12	7210	106301	99091	TRUE
102897	214	S3017_1	9	3806	t.01.12	7210	106301	99091	TRUE
103118	679	S3017_1	8	4027	t.01.12	7210	106301	99091	TRUE
103816	235	S3017_1	9	4725	t.01.12	7210	106301	99091	TRUE
104068	384	S3017_1	10	4977	t.01.12	7210	106301	99091	TRUE
104472	274	S3017_1	12	5381	t.01.12	7210	106301	99091	TRUE
104770	325	S3017_1	.	5679	t.01.12	7210	106301	99091	TRUE
105111	239	S3017_1	15	6020	t.01.12	7210	106301	99091	TRUE
105389	135	S3017_1	10	6298	t.01.12	7210	106301	99091	TRUE
105547	238	S3017_1	11	6456	t.01.12	7210	106301	99091	TRUE
105811	208	S3017_1	8	6720	t.01.12	7210	106301	99091	TRUE
106234	167	S3017_1	6	7143	t.01.12	7210	106301	99091	TRUE
#VALUE!	84	S3017_1	.	7	.	.	.	.	FALSE
108407	204	S3017_1	5	0	t.01.13	3802	112209	108407	TRUE
108642	300	S3017_1	2	235	t.01.13	3802	112209	108407	TRUE
108961	215	S3017_1	3	554	t.01.13	3802	112209	108407	TRUE
109195	247	S3017_1	4	788	t.01.13	3802	112209	108407	TRUE
109461	332	S3017_1	5	1054	t.01.13	3802	112209	108407	TRUE
109814	393	S3017_1	6	1407	t.01.13	3802	112209	108407	TRUE
110227	271	S3017_1	8	1820	t.01.13	3802	112209	108407	TRUE
110516	205	S3017_1	8	2109	t.01.13	3802	112209	108407	TRUE
110741	123	S3017_1	10	2334	t.01.13	3802	112209	108407	TRUE
110886	358	S3017_1	11	2479	t.01.13	3802	112209	108407	TRUE
111257	112	S3017_1	12	2850	t.01.13	3802	112209	108407	TRUE
111421	315	S3017_1	3	3014	t.01.13	3802	112209	108407	TRUE
111844	128	S3017_1	2	3437	t.01.13	3802	112209	108407	TRUE
112126	172	S3017_1	4	3719	t.01.13	3802	112209	108407	TRUE
#VALUE!	85	S3017_1	.	7	.	.	.	.	FALSE
113707	322	S3017_1	2	0	t.01.14	5159	118866	113707	TRUE
114049	116	S3017_1	2	342	t.01.14	5159	118866	113707	TRUE
114189	361	S3017_1	1	482	t.01.14	5159	118866	113707	TRUE
114578	269	S3017_1	4	871	t.01.14	5159	118866	113707	TRUE
114862	415	S3017_1	4	1155	t.01.14	5159	118866	113707	TRUE
115299	241	S3017_1	6	1592	t.01.14	5159	118866	113707	TRUE
115558	241	S3017_1	7	1851	t.01.14	5159	118866	113707	TRUE
115817	340	S3017_1	7	2110	t.01.14	5159	118866	113707	TRUE
116179	336	S3017_1	8	2472	t.01.14	5159	118866	113707	TRUE
116537	660	S3017_1	9	2830	t.01.14	5159	118866	113707	TRUE
117216	249	S3017_1	10	3509	t.01.14	5159	118866	113707	TRUE
117483	212	S3017_1	10	3776	t.01.14	5159	118866	113707	TRUE
117753	267	S3017_1	2	4046	t.01.14	5159	118866	113707	TRUE
118036	190	S3017_1	2	4329	t.01.14	5159	118866	113707	TRUE
118251	187	S3017_1	1	4544	t.01.14	5159	118866	113707	TRUE
118456	154	S3017_1	1	4749	t.01.14	5159	118866	113707	TRUE
118655	262	S3017_1	7	4948	t.01.14	5159	118866	113707	TRUE
#VALUE!	69	S3017_1	.	23	.	.	.	.	FALSE
120391	245	S3017_1	2	0	t.01.15	7304	127695	120391	FALSE
120655	399	S3017_1	1	264	t.01.15	7304	127695	120391	FALSE
121076	291	S3017_1	3	685	t.01.15	7304	127695	120391	FALSE
121385	357	S3017_1	3	994	t.01.15	7304	127695	120391	FALSE
121763	531	S3017_1	3	1372	t.01.15	7304	127695	120391	FALSE
122315	360	S3017_1	5	1924	t.01.15	7304	127695	120391	FALSE
122690	264	S3017_1	5	2299	t.01.15	7304	127695	120391	FALSE
122970	266	S3017_1	7	2579	t.01.15	7304	127695	120391	FALSE
123254	249	S3017_1	8	2863	t.01.15	7304	127695	120391	FALSE
123517	246	S3017_1	7	3126	t.01.15	7304	127695	120391	FALSE
123785	376	S3017_1	9	3394	t.01.15	7304	127695	120391	FALSE
124179	435	S3017_1	10	3788	t.01.15	7304	127695	120391	FALSE
124636	357	S3017_1	11	4245	t.01.15	7304	127695	120391	FALSE
125054	317	S3017_1	3	4663	t.01.15	7304	127695	120391	FALSE
125407	71	S3017_1	1	5016	t.01.15	7304	127695	120391	FALSE
125728	369	S3017_1	3	5337	t.01.15	7304	127695	120391	FALSE
126118	331	S3017_1	3	5727	t.01.15	7304	127695	120391	FALSE
126479	286	S3017_1	5	6088	t.01.15	7304	127695	120391	FALSE
126779	224	S3017_1	5	6388	t.01.15	7304	127695	120391	FALSE
127050	87	S3017_1	11	6659	t.01.15	7304	127695	120391	FALSE
127178	245	S3017_1	7	6787	t.01.15	7304	127695	120391	FALSE
127465	293	S3017_1	11	7074	t.01.15	7304	127695	120391	FALSE
#VALUE!	80	S3017_1	.	7	.	.	.	.	FALSE
129224	687	S3017_1	2	0	t.01.16	2598	131822	129224	FALSE
129930	450	S3017_1	2	706	t.01.16	2598	131822	129224	FALSE
130410	124	S3017_1	4	1186	t.01.16	2598	131822	129224	FALSE
130552	286	S3017_1	3	1328	t.01.16	2598	131822	129224	FALSE
130862	250	S3017_1	5	1638	t.01.16	2598	131822	129224	FALSE
131131	175	S3017_1	5	1907	t.01.16	2598	131822	129224	FALSE
131330	279	S3017_1	6	2106	t.01.16	2598	131822	129224	FALSE
131628	283	S3017_1	7	2404	t.01.16	2598	131822	129224	FALSE
#VALUE!	85	S3017_1	.	7	.	.	.	.	FALSE
133340	276	S3017_1	2	0	t.01.17	4621	137961	133340	FALSE
133631	386	S3017_1	1	291	t.01.17	4621	137961	133340	FALSE
134039	993	S3017_1	2	699	t.01.17	4621	137961	133340	FALSE
135054	251	S3017_1	3	1714	t.01.17	4621	137961	133340	FALSE
135317	332	S3017_1	2	1977	t.01.17	4621	137961	133340	FALSE
135671	311	S3017_1	4	2331	t.01.17	4621	137961	133340	FALSE
136003	354	S3017_1	4	2663	t.01.17	4621	137961	133340	FALSE
136379	459	S3017_1	6	3039	t.01.17	4621	137961	133340	FALSE
136856	90	S3017_1	7	3516	t.01.17	4621	137961	133340	FALSE
136955	291	S3017_1	6	3615	t.01.17	4621	137961	133340	FALSE
137269	459	S3017_1	7	3929	t.01.17	4621	137961	133340	FALSE
137739	241	S3017_1	7	4399	t.01.17	4621	137961	133340	FALSE
#VALUE!	80	S3017_1	.	7	.	.	.	.	FALSE
139473	61	S3017_1	2	0	t.01.18	5087	144560	139473	FALSE
139548	230	S3017_1	2	75	t.01.18	5087	144560	139473	FALSE
139830	216	S3017_1	1	357	t.01.18	5087	144560	139473	FALSE
140068	147	S3017_1	2	595	t.01.18	5087	144560	139473	FALSE
140240	200	S3017_1	2	767	t.01.18	5087	144560	139473	FALSE
140466	280	S3017_1	3	993	t.01.18	5087	144560	139473	FALSE
140767	656	S3017_1	4	1294	t.01.18	5087	144560	139473	FALSE
141443	285	S3017_1	5	1970	t.01.18	5087	144560	139473	FALSE
141743	330	S3017_1	5	2270	t.01.18	5087	144560	139473	FALSE
142091	514	S3017_1	6	2618	t.01.18	5087	144560	139473	FALSE
